epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,205.539,1.45736,9.32406,1.15497,0.72015,0.23333,0.21303,0.10856,1.61712,6.0501,1.2948,0.00010002,0.00010002,0.00010002
2,467.244,1.35149,3.71733,1.10428,0.18038,0.33333,0.20638,0.07475,1.76733,18.4174,1.39281,0.000212419,0.000212419,0.000212419
